Gene name	Human gene name
Sf3b1	SF3B1
Cilp2	CILP2
Islr2	ISLR2
Tbx15	TBX15
Yjefn3	YJEFN3
Ing3	ING3
Amot	AMOT
Ndufa13	NDUFA13
Dscc1	DSCC1
Tssk6	TSSK6
Clint1	CLINT1
Tacr3	TACR3
Nkd1	NKD1
Ptma	PTMA
Slc25a44	SLC25A44
Gm55922	RNU6-450P
Dlx1	DLX1
Wnt4	WNT4
Ap5m1	AP5M1
Deptor	DEPTOR
Mtus2	MTUS2
Slc38a9	SLC38A9
Dlx2	DLX2
Cdc42	CDC42
Spag17	SPAG17
Paqr8	PAQR8
Itga6	ITGA6
Mfrp	MFRP
Snx20	SNX20
Efhc1	EFHC1
Zbtb9	ZBTB9
Gatad2a	GATAD2A
Cd99l2	CD99L2
Adgrf5	ADGRF5
Plpp1	PLPP1
Pde6d	PDE6D
Lsm11	LSM11
Naa30	NAA30
Mrpl13	MRPL13
Snord2	SNORD2
Gm24201	SNORA63B
Gm26447	SNORA63
Gm24616	SNORA4
Rfc4	RFC4
Thg1l	THG1L
Coq10b	COQ10B
Add3	ADD3
Rasa1	RASA1
Cenpe	CENPE
Ccdc198	CCDC198
Mir342	MIR342
Degs2	DEGS2
Gm55831	RNU6-1121P
Spats2	SPATS2
Yy1	YY1
Sox30	SOX30
Tram2	TRAM2
Adipoq	ADIPOQ
Mlx	MLX
Slc35f4	SLC35F4
St6gal1	ST6GAL1
Slc25a29	SLC25A29
Heatr5b	HEATR5B
Cox16	COX16
Rab3gap1	RAB3GAP1
Fggy	FGGY
Hgfac	HGFAC
Cped1	CPED1
Armh4	ARMH4
Wdr3	WDR3
Nod2	NOD2
Gm55087	RNU6-1133P
Rtp1	RTP1
Masp1	MASP1
Cox7c	COX7C
Ftsj1	FTSJ1
Naalad2	NAALAD2
Or4n5	OR4N5
Kcnh3	KCNH3
Mtrex	MTREX
Tmem14a	TMEM14A
Rhcg	RHCG
Apof	APOF
Dok7	DOK7
Slc25a47	SLC25A47
Csrp2	CSRP2
Cops7b	COPS7B
Bdh2	BDH2
Mcrs1	MCRS1
Wnt16	WNT16
Mir345	MIR345
Synj2bp	SYNJ2BP
Bak1	BAK1
Impact	IMPACT
Or4k1	OR4K1
Or4k5	OR4K5
Gm24552	RNU6-346P
Or4k2	OR4K2
Olr1	OLR1
Eif4g2	EIF4G2
Rasal2	RASAL2
Slc7a1	SLC7A1
Rtp4	RTP4
Hmgb3	HMGB3
Il23a	IL23A
Slc9b2	SLC9B2
Sall1	SALL1
Or4q3	OR4Q3
Ubtfl1	UBTFL1
Dhx29	DHX29
Lpp	LPP
Adam21	ADAM21
Mthfd1l	MTHFD1L
Med6	MED6
Tox3	TOX3
U2surp	U2SURP
Or11g1	OR11G2
Fam3c	FAM3C
Nid2	NID2
Hook1	HOOK1
Gm19935	CHD9NB
Ank1	ANK1
Ccna1	CCNA1
Hrh4	HRH4
Gm22251	RNU6-492P
Fam90a1b	CXorf58
Zfp521	ZNF521
Ttc9	TTC9
Fam186b	FAM186B
Nipal4	NIPAL4
Slc38a5	SLC38A5
Map3k9	MAP3K9
Nppc	NPPC
Psmc3ip	PSMC3IP
Prpf40b	PRPF40B
Ccno	CCNO
Ubl3	UBL3
Hspd1	HSPD1
Pdk1	PDK1
Ankrd66	ANKRD66
Mcidas	MCIDAS
Ss18	SS18
Slc9b1	SLC9B1
Edil3	EDIL3
Tmem52b	TMEM52B
Wars1	WARS1
Lrpap1	LRPAP1
Retreg3	RETREG3
Itpr3	ITPR3
Gabarapl1	GABARAPL1
Clec16a	CLEC16A
Rtraf	RTRAF
Cisd2	CISD2
Gsta3	GSTA5
Ppip5k1	PPIP5K1
Gdap2	GDAP2
Foxp1	FOXP1
Rcbtb2	RCBTB2
Adra2c	ADRA2C
Tubg1	TUBG1
Hmx1	HMX1
Zranb3	ZRANB3
Gpm6b	GPM6B
Sema3d	SEMA3D
Cdc20b	CDC20B
Tubg2	TUBG2
Hapln1	HAPLN1
Gm23262	SNORD97
Pla2g7	PLA2G7
Galnt18	GALNT18
Mir449a	MIR449A
Gpx8	GPX8
Arl15	ARL15
Ulk2	ULK2
Gm22079	RNU6-260P
Psma8	PSMA8
Wdr25	WDR25
Zdhhc17	ZDHHC17
Tent5c	TENT5C
Dip2c	DIP2C
Ccdc90b	CCDC90B
St3gal3	ST3GAL3
Zfhx4	ZFHX4
Taf4b	TAF4B
Begain	BEGAIN
Uqcc2	UQCC2
Cyfip2	CYFIP2
Ip6k3	IP6K3
Man1a2	MAN1A2
Kctd1	KCTD1
Tdrd6	TDRD6
Zfp558	ZNF558
Ticrr	TICRR
Pcnx1	PCNX1
Aqp4	AQP4
C1qtnf5	C1QTNF5
Mob4	MOB4
Sema3e	SEMA3E
Lemd2	LEMD2
Spart	SPART
Fmnl3	FMNL3
Paqr9	PAQR9
Mbd3l1	MBD3L1
Pcolce2	PCOLCE2
Pclo	PCLO
Slc25a27	SLC25A27
Akap12	AKAP12
Muc16	MUC16
Dis3l2	DIS3L2
Gm12695	C1orf87
Or1m1	OR1M1
Ark2n	ARK2N
Pml	PML
Zbtb2	ZBTB2
Haus1	HAUS1
Rmnd1	RMND1
Cyp39a1	CYP39A1
Atp5f1a	ATP5F1A
Kdm4a	KDM4A
Pex2	PEX2
Dusp5	DUSP5
Ankrd42	ANKRD42
Smc3	SMC3
Fndc9	FNDC9
Plekhh3	PLEKHH3
Vtcn1	VTCN1
Osbpl8	OSBPL8
Dlk1	DLK1
Rftn2	RFTN2
Rcan2	RCAN2
Gm55516	RN7SKP157
Pkia	PKIA
Uspl1	USPL1
Ndufs4	NDUFS4
Ccdc169	CCDC169
Rbm20	RBM20
Stoml1	STOML1
Mars2	MARS2
Fst	FST
Pdcd4	PDCD4
Gm55613	7SK
Loxl1	LOXL1
Apoo	APOO
Enpp5	ENPP5
Cntnap1	CNTNAP1
Mcam	MCAM
Vcan	VCAN
Bbs10	BBS10
Kcnq5	KCNQ5
Armt1	ARMT1
Zc2hc1a	ZC2HC1A
Kif7	KIF7
Mir28a	MIR28
Tprg1	TPRG1
Enpp4	ENPP4
Akap10	AKAP10
Txndc11	TXNDC11
Trpm3	TRPM3
Tmbim6	TMBIM6
Ccdc170	CCDC170
Trim45	TRIM45
Clic5	CLIC5
Pan2	PAN2
Pstpip2	PSTPIP2
Cacnb2	CACNB2
Ptprf	PTPRF
Trpc1	TRPC1
Maged1	MAGED1
Crem	CREM
Cdc42ep3	CDC42EP3
Ccr10	CCR10
Ppp2r1a	PPP2R1A
Boll	BOLL
Mir770	MIR770
Itk	ITK
Mir337	MIR337
Mir665	MIR665
Sipa1l1	SIPA1L1
Sohlh2	SOHLH2
Zc3h7a	ZC3H7A
Pcf11	PCF11
Il7	IL7
Rmdn2	RMDN2
Tmsb4x	TMSB4Y
Stmn2	STMN2
Tbc1d21	TBC1D21
Plcl1	PLCL1
Alox5ap	ALOX5AP
Tlr8	TLR8
Pitpnm2	PITPNM2
9430015G10Rik	C1orf159
Tlr7	TLR7
Usp47	USP47
R3hdm1	R3HDM1
Ttf2	TTF2
Rb1	RB1
Cyp1b1	CYP1B1
Insyn1	INSYN1
Prps2	PRPS2
Pls1	PLS1
Dynlt3	DYNLT3
Xrcc4	XRCC4
Nckap5l	NCKAP5L
H2ap	H2AP
Garin3	GARIN3
Sytl5	SYTL5
Med7	MED7
Rnf223	RNF223
Cd276	CD276
Nfia	NFIA
Htr2a	HTR2A
Sema4a	SEMA4A
Pbrm1	PBRM1
Runx2	RUNX2
Lima1	LIMA1
Havcr2	HAVCR2
Tmem167	TMEM167A
Zfp317	ZNF317
Rsl1d1	RSL1D1
Gm24507	SCARNA18
Strc	STRC
Frmpd4	FRMPD4
Cbl	CBL
Rps23	RPS23
Mir431	MIR431
Mir433	MIR433
Mir127	MIR127
Esr1	ESR1
Mir128-1	MIR128-1
Atg10	ATG10
Ecel1	ECEL1
Trp63	TP63
Ezh1	EZH1
Catsper2	CATSPER2
Mir370	MIR370
Gm24564	SNORD113-3
Gm55109	SNORD113-4
Gm55110	SNORD113-9
Rab10	RAB10
Mocs2	MOCS2
Fam186a	FAM186A
Kif3c	KIF3C
Larp4	LARP4
Nsun6	NSUN6
Rab30	RAB30
Cnpy2	CNPY2
Ubxn4	UBXN4
Asxl2	ASXL2
Tspan7	TSPAN7
Dkk3	DKK3
Plin1	PLIN1
Prss56	PRSS56
Mid1ip1	MID1IP1
Sec16b	SEC16B
Coq10a	COQ10A
Gm25425	RNU6-64P
Medag	MEDAG
Zfp560	ZNF121
Dip2b	DIP2B
Pdia3	PDIA3
Rgs6	RGS6
Gm26314	RNU6-364P
Zc3h12b	ZC3H12B
Ankrd52	ANKRD52
Eif4e3	EIF4E3
Supt3	SUPT3H
Rec114	REC114
Tex26	TEX26
Las1l	LAS1L
Ell3	ELL3
Szt2	SZT2
Gpr27	GPR27
Ptprz1	PTPRZ1
Atr	ATR
Pex11a	PEX11A
Arl5b	ARL5B
Ddias	DDIAS
Ramp2	RAMP2
Itga2	ITGA2
Mphosph9	MPHOSPH9
Nap1l1	NAP1L1
Wdr93	WDR93
Spats1	SPATS1
Serinc4	SERINC4
Msn	MSN
Mesp1	MESP1
Mesp2	MESP2
Prok2	PROK2
Prcp	PRCP
Aars2	AARS2
Itga1	ITGA1
Lct	LCT
Cd101	CD101
Klrk1	KLRK1
Malrd1	MALRD1
Vps25	VPS25
Tm2d1	TM2D1
Tcte1	TCTE1
Mrps28	MRPS28
Fbrsl1	FBRSL1
Brinp2	BRINP2
Srsf7	SRSF7
Ptgfrn	PTGFRN
Gm22953	MIR1282
Hypk	HYPK
Adcyap1r1	ADCYAP1R1
Ssbp2	SSBP2
Anpep	ANPEP
Chrnd	CHRND
Cd2	CD2
Ccdc153	DRC12
Mir223	MIR223
Vsig4	VSIG4
Slc4a8	SLC4A8
Gm55877	RNU6-1225P
Med8	MED8
Ube2d3	UBE2D3
Mcm6	MCM6
Plxdc2	PLXDC2
Rxfp2	RXFP2
Dars1	DARS1
Elovl1	ELOVL1
Gspt1	GSPT1
Tmem151b	TMEM151B
Hcn4	HCN4
Nfkbie	NFKBIE
Ap3s2	AP3S2
Specc1	SPECC1
Nherf4	NHERF4
Bcor	BCOR
Slc35b2	SLC35B2
Arpin	ARPIN
Rapgef4	RAPGEF4
Gm25384	RNU6-993P
Chrng	CHRNG
Mical2	MICAL2
Phlda1	PHLDA1
Cdc20	CDC20
Slc39a5	SLC39A5
Hsp90ab1	HSP90AB1
Zfp426	ZNF426
Pelo	PELO
Tnfrsf17	TNFRSF17
Acot12	ACOT12
Agrn	AGRN
Gm24928	RNU6-842P
Fry	FRY
P3h2	P3H2
Krr1	KRR1
Cul2	CUL2
Cxcr4	CXCR4
Cldn1	CLDN1
Isl1	ISL1
Thsd7b	THSD7B
Cdkl4	CDKL4
Cldn16	CLDN16
Nlrx1	NLRX1
Tmem207	TMEM207
Nabp2	NABP2
Snx29	SNX29
Ilrun	ILRUN
Zcchc9	ZCCHC9
Myh9	MYH9
Zmynd11	ZMYND11
Igsf3	IGSF3
Zfp266	ZNF266
Map4k3	MAP4K3
Glipr1	GLIPR1
Hlx	HLX
Manba	MANBA
Neo1	NEO1
Cpped1	CPPED1
Eif4e2	EIF4E2
Rybp	RYBP
Glipr1l2	GLIPR1L2
Txn2	TXN2
Bcl3	BCL3
Shisa9	SHISA9
Rbfox3	RBFOX3
Rnf41	RNF41
Aass	AASS
Foxred2	FOXRED2
Zar1l	ZAR1L
Ceacam16	CEACAM16
Il1rap	IL1RAP
Ablim2	ABLIM2
Bambi	BAMBI
Atp1a1	ATP1A1
Eif3d	EIF3D
Jcad	JCAD
Neurod6	NEUROD6
Snrpc	SNRPC
Syne1	SYNE1
Fezf1	FEZF1
Svil	SVIL
Itprid1	ITPRID1
Eda2r	EDA2R
Mab21l3	MAB21L3
Tmem178	TMEM178A
Ceacam19	CEACAM19
Thumpd2	THUMPD2
Ppp1r17	PPP1R17
Cacng2	CACNG2
Shq1	SHQ1
Parva	PARVA
Lmna	LMNA
Ift27	IFT27
Ar	AR
Bltp3a	BLTP3A
Wdr76	WDR76
Ddx3x	DDX3X
Pvalb	PVALB
Mpl	MPL
Fbxl12	FBXL12
Ercc4	ERCC4
Ncf4	NCF4
Taf11	TAF11
Pvr	PVR
Gm26187	RNU6-1236P
Ppp1r14bl	PPP1R14B
Ophn1	OPHN1
Adpgk	ADPGK
Mir30a	MIR30A
Mir30c-2	MIR30C2
Efhd1	EFHD1
Pkdcc	PKDCC
Gmnc	GMNC
Igsf23	IGSF23
Ogfrl1	OGFRL1
Anks1	ANKS1A
Idh2	IDH2
B3gat2	B3GAT2
Isg15	ISG15
Ostn	OSTN
Perm1	PERM1
Abcg4	ABCG4
Nebl	NEBL
Tie1	TIE1
Uts2b	UTS2B
Mtarc2	MTARC2
Mrtfb	MRTFB
Krt75	KRT75
Ceacam20	CEACAM20
Adora2b	ADORA2B
Gm55575	RN7SKP154
C130074G19Rik	C1orf115
Nyx	NYX
Slc22a15	SLC22A15
Yipf6	YIPF6
Astn1	ASTN1
Pdzrn3	PDZRN3
Tenm4	TENM4
Mir193b	MIR193B
Mir365-1	MIR365A
Parn	PARN
2610528J11Rik	C1orf210
Stard8	STARD8
Mex3a	MEX3A
Nhlh2	NHLH2
Map3k20	MAP3K20
Tmem125	TMEM125
Cntn3	CNTN3
Rab25	RAB25
Noc2l	NOC2L
Zswim7	ZSWIM7
Bbs4	BBS4
Lamtor2	LAMTOR2
Timd4	TIMD4
Efnb1	EFNB1
Tpd52	TPD52
Pja1	PJA1
Enpp7	ENPP7
Psen1	PSEN1
Ubl5	UBL5
Rrn3	RRN3
Cfap57	CFAP57
Cbx2	CBX2
Nalf2	NALF2
Eda	EDA
Caps2	CAPS2
Ccdc50	CCDC50
Wnk4	WNK4
Tgfbi	TGFBI
Uqcc5	UQCC5
Esd	ESD
Ebna1bp2	EBNA1BP2
Dnajc27	DNAJC27
Tcp11	TCP11
Xrn1	XRN1
Mideas	MIDEAS
Cimip4	CIMIP4
Myct1	MYCT1
Sgcd	SGCD
Vip	VIP
Kcnc2	KCNC2
Gm56014	RN7SKP43
Coa3	COA3
Cdca7	CDCA7
Cbx8	CBX8
Krt71	KRT71
Ptgr2	PTGR2
Fbxo5	FBXO5
Tst	TST
Atxn7l3b	ATXN7L3B
Ttc19	TTC19
Mtrf1l	MTRF1L
Mpst	MPST
Chl1	CHL1
Krt72	KRT72
Rgs17	RGS17
Slc2a1	SLC2A1
Msh3	MSH3
Krt73	KRT73
Dnajc1	DNAJC1
Nt5dc2	NT5DC2
Cntd1	CNTD1
Krt2	KRT2
Awat2	AWAT2
Casq2	CASQ2
Trhde	TRHDE
Cbx4	CBX4
Sema4b	SEMA4B
Krt1	KRT1
Ntan1	NTAN1
Otud6a	OTUD6A
Tbc1d16	TBC1D16
Cask	CASK
Krt77	KRT77
Eml4	EML4
Ubqln4	UBQLN4
Zfp691	ZNF691
Rbm39	RBM39
Mir488	MIR488
Mark1	MARK1
Gm55666	RN7SKP264
Gm22070	RNU6-547P
Tph2	TPH2
Patj	PATJ
Adcy3	ADCY3
Krt76	KRT76
Becn1	BECN1
Tbc1d15	TBC1D15
Zbtb10	ZBTB10
Lrch1	LRCH1
Krt4	KRT4
Ssr2	SSR2
Mir708	MIR708
Smap1	SMAP1
Mir486	MIR486-1
Nkx6-3	NKX6-3
Smad5	SMAD5
Fgf12	FGF12
Gpat4	GPAT4
Krt79	KRT79
Zfp704	ZNF704
Krt78	KRT78
Zfp438	ZNF438
Mb21d2	MB21D2
Gm55668	RN7SKP91
Rab21	RAB21
Plaat1	PLAAT1
Krt8	KRT8
Gins4	GINS4
Kif5b	KIF5B
Nars2	NARS2
Golga7	GOLGA7
Smarcc2	SMARCC2
Sdhaf4	SDHAF4
Pag1	PAG1
Pdxdc1	PDXDC1
Krt18	KRT18
Parp8	PARP8
Pappa2	PAPPA2
Hinfp	HINFP
Ngf	NGF
Ccdc40	CCDC40
Sfrp1	SFRP1
Cib1	CIB1
Zmat4	ZMAT4
Nfkb1	NFKB1
Stab1	STAB1
Olfm2	OLFM2
Cop1	COP1
Tns2	TNS2
Epc1	EPC1
Arih1	ARIH1
Tcim	TCIM
Ido2	IDO2
Bbip1	BBIP1
Myo18a	MYO18A
Gdpgp1	GDPGP1
Ido1	IDO1
Gab2	GAB2
Cenpo	CENPO
Shoc2	SHOC2
Insr	INSR
Mir204	MIR204
Adra2a	ADRA2A
Rab3gap2	RAB3GAP2
Cntn6	CNTN6
Gpam	GPAM
Usp35	USP35
Hexa	HEXA
Chd9	CHD9
Ptrhd1	PTRHD1
Zfp410	ZNF410
Atp13a5	ATP13A5
Ttll13	TTLL13
Rab18	RAB18
Gk5	GK5
Phf20	PHF20
Smim32	SMIM32
Mkx	MKX
Ankrd34b	ANKRD34B
Kctd21	KCTD21
Ngrn	NGRN
Dgat2l6	DGAT2L6
Fabp5	FABP5
Odad2	ODAD2
Alg8	ALG8
Fam151b	FAM151B
Brca2	BRCA2
Lrrc63	LRRC63
Gpr34	GPR34
Pmp2	PMP2
Emb	EMB
Fabp9	FABP9
Lcp1	LCP1
Scand1	SCAND1
Gpr82	GPR82
Frmd5	FRMD5
Magohb	MAGOHB
Tectb	TECTB
Awat1	AWAT1
Fabp4	FABP4
Ndufc2	NDUFC2
Tmem19	TMEM19
Thrsp	THRSP
Tspan2	TSPAN2
Gm25202	RNU2-7P
P2ry4	P2RY4
Col5a3	COL5A3
Kctd14	KCTD14
Snora36b	SNORA36B
Aox1	AOX1
Gm23516	RNU6-441P
Maoa	MAOA
Mpp7	MPP7
Styk1	STYK1
Fam161b	FAM161B
Slc29a1	SLC29A1
Arr3	ARR3
Vps33b	VPS33B
Acsl5	ACSL5
Spz1	SPZ1
Slc39a8	SLC39A8
Hcn1	HCN1
Ybx3	YBX3
Ncoa1	NCOA1
Serinc5	SERINC5
Mpv17l	MPV17L
Fam135a	FAM135A
Spryd3	SPRYD3
C2cd2l	C2CD2L
Mrps30	MRPS30
N4bp2l1	N4BP2L1
Maob	MAOB
Thap2	THAP2
Zfc3h1	ZFC3H1
Zdhhc6	ZDHHC6
Thbs4	THBS4
Cpb2	CPB2
Afap1	AFAP1
Atp13a4	ATP13A4
Igfbp6	IGFBP6
Tshb	TSHB
Zc3h13	ZC3H13
Soat2	SOAT2
Tas2r130	TAS2R7
Pdzd11	PDZD11
Mtx3	MTX3
Pde1c	PDE1C
Ints4	INTS4
Fabp12	FABP12
Nol12	NOL12
Fgf10	FGF10
Siah3	SIAH3
Cby2	CBY2
Ndp	NDP
Trpc7	TRPC7
Efhc2	EFHC2
Csad	CSAD
N4bp2l2	N4BP2L2
Erich6b	ERICH6B
Impa1	IMPA1
Rdh8	RDH8
Cog3	COG3
Kif4	KIF4A
Sorcs2	SORCS2
Dpagt1	DPAGT1
Wac	WAC
H2ax	H2AX
Fundc1	FUNDC1
Rccd1	RCCD1
Celf6	CELF6
Bank1	BANK1
Slc25a30	SLC25A30
Tnr	TNR
Grpel1	GRPEL1
Gm55204	RN7SKP56
Itsn2	ITSN2
Ola1	OLA1
Tada2b	TADA2B
Dusp21	DUSP21
Gdpd2	GDPD2
Atp6v0a2	ATP6V0A2
Adam18	ADAM18
Cmya5	CMYA5
Ermap	ERMAP
Slc10a5	SLC10A5
Aamdc	AAMDC
Sycp1	SYCP1
Myl6b	MYL6B
Spock1	SPOCK1
Gtf2f2	GTF2F2
Lgr5	LGR5
Dlg3	DLG3
Kctd4	KCTD4
Vti1a	VTI1A
4930523C07Rik	KIAA0040
Rbl2	RBL2
Nufip1	NUFIP1
Hmbs	HMBS
Tent2	TENT2
Mss51	MSS51
Chka	CHKA
Nisch	NISCH
Dnah10	DNAH10
Rsf1	RSF1
Cnbd2	CNBD2
Tspan8	TSPAN8
Opa1	OPA1
Dclk1	DCLK1
L1td1	L1TD1
Svbp	SVBP
Tead1	TEAD1
Arhgef18	ARHGEF18
Esyt1	ESYT1
Mtr	MTR
Zfp740	ZNF740
Sp9	SP9
Iars2	IARS2
Kank4	KANK4
Kdm6a	KDM6A
Cir1	CIR1
Tcirg1	TCIRG1
AU022252	C1orf50
Ccdc92	CCDC92
Zfp664	ZNF664
Itgb7	ITGB7
Kif27	KIF27
Scrn3	SCRN3
Vps11	VPS11
Usp1	USP1
Rflna	RFLNA
Rarg	RARG
Ttc28	TTC28
Armc3	ARMC3
Mir194-1	MIR194-1
Tnn	TNN
Qng1	QNG1
Actn2	ACTN2
Vwa5b1	VWA5B1
Pex11g	PEX11G
Parp6	PARP6
Zc3h10	ZC3H10
Fzd8	FZD8
Gjd4	GJD4
Pds5b	PDS5B
Ccny	CCNY
Triobp	TRIOBP
Ndufs8	NDUFS8
Msrb2	MSRB2
Gm55916	RNU6-1129P
P3h1	P3H1
Fam228a	FAM228A
Homer1	HOMER1
Ptf1a	PTF1A
Pa2g4	PA2G4
Golm2	GOLM2
Cetn1	CETN1
Colec12	COLEC12
Fam228b	FAM228B
Dipk2b	DIPK2B
Aldh3b1	ALDH3B1
Gm23350	RNU6-640P
Thoc1	THOC1
Gm22783	RNU6-593P
Saxo5	SAXO5
Chst7	CHST7
Tex11	TEX11
Erbb3	ERBB3
Pfn4	PFN4
Bpnt1	BPNT1
Aktip	AKTIP
Sf3b6	SF3B6
Tnnc1	TNNC1
Fkbp1b	FKBP1B
Acy3	ACY3
Tsc22d1	TSC22D1
Wdcp	WDCP
Mrps14	MRPS14
Mfsd2b	MFSD2B
4921504E06Rik	C10orf67
Cacybp	CACYBP
Ikzf4	IKZF4
Gp5	GP5
Atp13a3	ATP13A3
Greb1l	GREB1L
Otud1	OTUD1
Lrp4	LRP4
Sema3g	SEMA3G
Lsm5	LSM5
Cox7a2l	COX7A2L
Rpgrip1l	RPGRIP1L
Avl9	AVL9
Mymx	MYMX
Ppp3cb	PPP3CB
Kcng3	KCNG3
Ndufv1	NDUFV1
Slc9a7	SLC9A7
Ubxn2a	UBXN2A
Col9a1	COL9A1
Mta3	MTA3
Tfdp2	TFDP2
Rassf10	RASSF10
Suox	SUOX
Pak1	PAK1
Gm25834	RNU6-935P
Arhgef37	ARHGEF37
Rab5b	RAB5B
Kbtbd2	KBTBD2
Cldn19	CLDN19
Cdk2	CDK2
Gpr155	GPR155
Atad2b	ATAD2B
Tas2r131	TAS2R42
Fkbp9	FKBP9
Csnk1a1	CSNK1A1
Ybx1	YBX1
Smim10l1	SMIM10L1
Tmem44	TMEM44
Gm24630	RNU6-1134P
Pitpnb	PITPNB
Gm23167	RNU6-915P
Klhl29	KLHL29
Cntn4	CNTN4
Jmy	JMY
H1f0	H1-0
Gcat	GCAT
Zfand1	ZFAND1
Kl	KL
Pmel	PMEL
Prc1	PRC1
Gm25812	RNU6-1201P
Gm26131	RNU6-238P
Klhl13	KLHL13
Mn1	MN1
Ldah	LDAH
Ppih	PPIH
Stard13	STARD13
Galr3	GALR3
Dgka	DGKA
Ankrd54	ANKRD54
Chmp4c	CHMP4C
Heatr1	HEATR1
Ppp3ca	PPP3CA
Cabp2	CABP2
Lsg1	LSG1
Eif3l	EIF3L
Pym1	PYM1
Haao	HAAO
Wdr44	WDR44
Hgf	HGF
Mmp19	MMP19
Micall1	MICALL1
Zfp36l2	ZFP36L2
Thada	THADA
Snx16	SNX16
Phf7	PHF7
Cdk2ap2	CDK2AP2
Bhmt2	BHMT2
Dnajc14	DNAJC14
Gdf7	GDF7
Hs1bp3	HS1BP3
Bzw1	BZW1
Fam43a	FAM43A
Pitpnm1	PITPNM1
Xxylt1	XXYLT1
Dmgdh	DMGDH
1700088E04Rik	C22orf23
Acap2	ACAP2
Rhob	RHOB
Ctdspl2	CTDSPL2
Ttc32	TTC32
Vegfa	VEGFA
Cnksr3	CNKSR3
Fto	FTO
Arsb	ARSB
Osr1	OSR1
Nt5c1b	NT5C1B
Gm24737	RNU6-1160P
Lhfpl2	LHFPL2
Eprs1	EPRS1
Dock7	DOCK7
Aip	AIP
Sarnp	SARNP
Enox1	ENOX1
Lgals8	LGALS8
Polr2f	POLR2F
Tmem134	TMEM134
Nlrp5	NLRP5
Sox10	SOX10
Sike1	SIKE1
Cabp4	CABP4
Tbc1d14	TBC1D14
Pick1	PICK1
Emcn	EMCN
Gpr152	GPR152
Coro1b	CORO1B
Ormdl2	ORMDL2
Nt5c3	NT5C3A
Irx5	IRX5
Irx6	IRX6
Or6c3	OR6C3
Hyou1	HYOU1
Mrps18a	MRPS18A
Ust	UST
Or6c75	OR6C75
Mmp2	MMP2
Or6c2	OR6C2
Slc30a10	SLC30A10
Ptprcap	PTPRCAP
Slc16a8	SLC16A8
Rsph9	RSPH9
Bap1	BAP1
Rps6kb2	RPS6KB2
Nbea	NBEA
Apod	APOD
Or10p1	OR10P1
Lyplal1	LYPLAL1
Calcoco1	CALCOCO1
Scamp1	SCAMP1
Mad2l1bp	MAD2L1BP
Sash1	SASH1
Gtpbp2	GTPBP2
Spg11	SPG11
Lpcat2	LPCAT2
Bdh1	BDH1
Gigyf2	GIGYF2
Il5ra	IL5RA
Rdh14	RDH14
Usp54	USP54
Kcns3	KCNS3
Msgn1	MSGN1
Gen1	GEN1
Wipf1	WIPF1
Dlg1	DLG1
Etv6	ETV6
Or6c65	OR6C65
Edaradd	EDARADD
Capns2	CAPNS2
Slc6a2	SLC6A2
Ap3b1	AP3B1
Polh	POLH
Hoxc4	HOXC4
Nhsl2	NHSL2
Mgat3	MGAT3
Or6c74	OR6C74
Mief1	MIEF1
Myoz1	MYOZ1
Xpo5	XPO5
Mir145a	MIR145
Mir143	MIR143
Fam210a	FAM210A
Bcl2l14	BCL2L14
Dnah1	DNAH1
Stxbp5	STXBP5
Rnmt	RNMT
Mab21l1	MAB21L1
Ralyl	RALYL
Carns1	CARNS1
Gm55359	MIURF
Atf4	ATF4
Unc45a	UNC45A
Smc6	SMC6
Gm25828	RNU6-432P
Ero1b	ERO1B
Rtl5	RTL5
Rps19bp1	RPS19BP1
Patl2	PATL2
Lrp6	LRP6
Pin4	PIN4
Tbc1d10c	TBC1D10C
Cacna1i	CACNA1I
Ercc6l	ERCC6L
Epb41l1	EPB41L1
Polr1c	POLR1C
Cited1	CITED1
Mc5r	MC5R
Cdc25c	CDC25C
Rasa2	RASA2
Trnt1	TRNT1
Tnfsf11	TNFSF11
Gnao1	GNAO1
Hdac8	HDAC8
Dnajb14	DNAJB14
Tnrc6b	TNRC6B
Akap11	AKAP11
Yipf3	YIPF3
Fam53c	FAM53C
Ptprh	PTPRH
Tshz1	TSHZ1
Tm4sf1	TM4SF1
Capn7	CAPN7
Phka1	PHKA1
Zbtb38	ZBTB38
Mtpap	MTPAP
Amfr	AMFR
Tm4sf4	TM4SF4
Vsnl1	VSNL1
Cdh23	CDH23
Slc37a4	SLC37A4
Bmal1	BMAL1
Lrrc73	LRRC73
Wwtr1	WWTR1
Ppp1ca	PPP1CA
Ppm1k	PPM1K
Rad51ap2	RAD51AP2
Cryba4	CRYBA4
Mansc1	MANSC1
Tmed7	TMED7
Cyria	CYRIA
Ppm1b	PPM1B
Borcs5	BORCS5
Gpr137b	GPR137B
Commd2	COMMD2
Herc6	HERC6
Ptgr3	PTGR3
Adsl	ADSL
Nudt21	NUDT21
Rad9a	RAD9A
Ankub1	ANKUB1
Prrc1	PRRC1
D5Ertd579e	KIAA0232
Sh3bp5	SH3BP5
Pkm	PKM
Ctxn3	CTXN3
Csde1	CSDE1
Gm25538	RNU6-1005P
Ccdc192	CCDC192
Nid1	NID1
Dusp16	DUSP16
Ddx1	DDX1
Gm24878	RNU6-200P
Ogfod1	OGFOD1
Bloc1s4	BLOC1S4
Gm26038	RNU6-1096P
Slc12a2	SLC12A2
Sema3c	SEMA3C
